        cher_lg_Tank  |                root  |                          tank  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF9900   |            Polycone  |0*deg 360*deg 4 65*cm 67*cm 67*cm 85*cm 144*cm 155*cm 265*cm 265*cm 194*cm 209.01*cm 209.01*cm 301*cm  |    SL_LGCCgas_SIDIS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 cher_lg_PMT_30_5_19  |        cher_lg_Tank  |          PMT number 1 1 1 2 2  |                   41.488*cm 236.084*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 19 
 cher_lg_PMT_30_5_20  |        cher_lg_Tank  |          PMT number 1 1 1 2 3  |                   41.540*cm 236.375*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 20 
 cher_lg_PMT_30_5_21  |        cher_lg_Tank  |          PMT number 1 1 1 2 4  |                   41.592*cm 236.665*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 21 
 cher_lg_PMT_30_5_22  |        cher_lg_Tank  |          PMT number 1 1 1 2 5  |                   41.644*cm 236.956*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 22 
 cher_lg_PMT_30_5_23  |        cher_lg_Tank  |          PMT number 1 1 1 2 6  |                   41.697*cm 237.246*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 23 
 cher_lg_PMT_30_5_24  |        cher_lg_Tank  |          PMT number 1 1 1 2 7  |                   41.749*cm 237.536*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 24 
 cher_lg_PMT_30_5_25  |        cher_lg_Tank  |          PMT number 1 1 1 3 0  |                   42.023*cm 235.388*cm 237.900*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 25 
 cher_lg_PMT_30_5_26  |        cher_lg_Tank  |          PMT number 1 1 1 3 1  |                   42.075*cm 235.679*cm 238.479*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 26 
 cher_lg_PMT_30_5_27  |        cher_lg_Tank  |          PMT number 1 1 1 3 2  |                   42.127*cm 235.969*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 27 
 cher_lg_PMT_30_5_28  |        cher_lg_Tank  |          PMT number 1 1 1 3 3  |                   42.180*cm 236.260*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 28 
 cher_lg_PMT_30_5_29  |        cher_lg_Tank  |          PMT number 1 1 1 3 4  |                   42.232*cm 236.550*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 29 
 cher_lg_PMT_30_5_30  |        cher_lg_Tank  |          PMT number 1 1 1 3 5  |                   42.284*cm 236.840*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 30 
 cher_lg_PMT_30_5_31  |        cher_lg_Tank  |          PMT number 1 1 1 3 6  |                   42.336*cm 237.131*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 31 
 cher_lg_PMT_30_5_32  |        cher_lg_Tank  |          PMT number 1 1 1 3 7  |                   42.389*cm 237.421*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 32 
 cher_lg_PMT_30_5_33  |        cher_lg_Tank  |          PMT number 1 1 1 4 0  |                   42.663*cm 235.273*cm 237.900*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 33 
 cher_lg_PMT_30_5_34  |        cher_lg_Tank  |          PMT number 1 1 1 4 1  |                   42.715*cm 235.564*cm 238.479*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 34 
 cher_lg_PMT_30_5_35  |        cher_lg_Tank  |          PMT number 1 1 1 4 2  |                   42.767*cm 235.854*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 35 
 cher_lg_PMT_30_5_36  |        cher_lg_Tank  |          PMT number 1 1 1 4 3  |                   42.819*cm 236.144*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 36 
 cher_lg_PMT_30_5_37  |        cher_lg_Tank  |          PMT number 1 1 1 4 4  |                   42.872*cm 236.435*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 37 
 cher_lg_PMT_30_5_38  |        cher_lg_Tank  |          PMT number 1 1 1 4 5  |                   42.924*cm 236.725*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 38 
 cher_lg_PMT_30_5_39  |        cher_lg_Tank  |          PMT number 1 1 1 4 6  |                   42.976*cm 237.016*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 39 
 cher_lg_PMT_30_5_40  |        cher_lg_Tank  |          PMT number 1 1 1 4 7  |                   43.028*cm 237.306*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 40 
 cher_lg_PMT_30_5_41  |        cher_lg_Tank  |          PMT number 1 1 1 5 0  |                   43.302*cm 235.158*cm 237.900*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 41 
 cher_lg_PMT_30_5_42  |        cher_lg_Tank  |          PMT number 1 1 1 5 1  |                   43.355*cm 235.449*cm 238.479*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 42 
 cher_lg_PMT_30_5_43  |        cher_lg_Tank  |          PMT number 1 1 1 5 2  |                   43.407*cm 235.739*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 43 
 cher_lg_PMT_30_5_44  |        cher_lg_Tank  |          PMT number 1 1 1 5 3  |                   43.459*cm 236.029*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 44 
 cher_lg_PMT_30_5_45  |        cher_lg_Tank  |          PMT number 1 1 1 5 4  |                   43.511*cm 236.320*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 45 
 cher_lg_PMT_30_5_46  |        cher_lg_Tank  |          PMT number 1 1 1 5 5  |                   43.564*cm 236.610*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 46 
 cher_lg_PMT_30_5_47  |        cher_lg_Tank  |          PMT number 1 1 1 5 6  |                   43.616*cm 236.901*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 47 
 cher_lg_PMT_30_5_48  |        cher_lg_Tank  |          PMT number 1 1 1 5 7  |                   43.668*cm 237.191*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 48 
 cher_lg_PMT_30_5_49  |        cher_lg_Tank  |          PMT number 1 1 1 6 0  |                   43.942*cm 235.043*cm 237.900*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 49 
 cher_lg_PMT_30_5_50  |        cher_lg_Tank  |          PMT number 1 1 1 6 1  |                   43.994*cm 235.333*cm 238.479*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 50 
 cher_lg_PMT_30_5_51  |        cher_lg_Tank  |          PMT number 1 1 1 6 2  |                   44.047*cm 235.624*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 51 
 cher_lg_PMT_30_5_52  |        cher_lg_Tank  |          PMT number 1 1 1 6 3  |                   44.099*cm 235.914*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 52 
 cher_lg_PMT_30_5_53  |        cher_lg_Tank  |          PMT number 1 1 1 6 4  |                   44.151*cm 236.205*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 53 
 cher_lg_PMT_30_5_54  |        cher_lg_Tank  |          PMT number 1 1 1 6 5  |                   44.203*cm 236.495*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 54 
 cher_lg_PMT_30_5_55  |        cher_lg_Tank  |          PMT number 1 1 1 6 6  |                   44.256*cm 236.786*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 55 
 cher_lg_PMT_30_5_56  |        cher_lg_Tank  |          PMT number 1 1 1 6 7  |                   44.308*cm 237.076*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 56 
 cher_lg_PMT_30_5_57  |        cher_lg_Tank  |          PMT number 1 1 1 7 0  |                   44.582*cm 234.928*cm 237.900*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 57 
 cher_lg_PMT_30_5_58  |        cher_lg_Tank  |          PMT number 1 1 1 7 1  |                   44.634*cm 235.218*cm 238.479*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 58 
 cher_lg_PMT_30_5_59  |        cher_lg_Tank  |          PMT number 1 1 1 7 2  |                   44.686*cm 235.509*cm 239.059*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 59 
 cher_lg_PMT_30_5_60  |        cher_lg_Tank  |          PMT number 1 1 1 7 3  |                   44.738*cm 235.799*cm 239.638*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 60 
 cher_lg_PMT_30_5_61  |        cher_lg_Tank  |          PMT number 1 1 1 7 4  |                   44.791*cm 236.090*cm 240.217*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 61 
 cher_lg_PMT_30_5_62  |        cher_lg_Tank  |          PMT number 1 1 1 7 5  |                   44.843*cm 236.380*cm 240.796*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 62 
 cher_lg_PMT_30_5_63  |        cher_lg_Tank  |          PMT number 1 1 1 7 6  |                   44.895*cm 236.670*cm 241.375*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 63 
 cher_lg_PMT_30_5_64  |        cher_lg_Tank  |          PMT number 1 1 1 7 7  |                   44.948*cm 236.961*cm 241.954*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 64 
cher_lg_PMT_Window_30_1_1  |        cher_lg_Tank  |      PMT number window 30 1 1  |                   42.512*cm 236.273*cm 239.966*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff00ff   |                 Box  |                                2.5999*cm 2.5999*cm 0.075*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
cher_lg_PMT_lightBlock_30_1_1  |        cher_lg_Tank  |  PMT number lightBlock 30 1 1  |                   42.829*cm 238.035*cm 239.053*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 0000ff   |                 Box  |                                 2.5999*cm 2.5999*cm 0.01*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: LGC_PMT_LightStop  |              mirror  |                                      no 
  cher_lg_PMT_30_6_1  |        cher_lg_Tank  |          PMT number 1 1 2 0 0  |                   40.522*cm 238.057*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 1 
  cher_lg_PMT_30_6_2  |        cher_lg_Tank  |          PMT number 1 1 2 0 1  |                   40.574*cm 238.347*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 2 
  cher_lg_PMT_30_6_3  |        cher_lg_Tank  |          PMT number 1 1 2 0 2  |                   40.626*cm 238.638*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 3 
  cher_lg_PMT_30_6_4  |        cher_lg_Tank  |          PMT number 1 1 2 0 3  |                   40.678*cm 238.928*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 4 
  cher_lg_PMT_30_6_5  |        cher_lg_Tank  |          PMT number 1 1 2 0 4  |                   40.731*cm 239.219*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 5 
  cher_lg_PMT_30_6_6  |        cher_lg_Tank  |          PMT number 1 1 2 0 5  |                   40.783*cm 239.509*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 6 
  cher_lg_PMT_30_6_7  |        cher_lg_Tank  |          PMT number 1 1 2 0 6  |                   40.835*cm 239.800*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 7 
  cher_lg_PMT_30_6_8  |        cher_lg_Tank  |          PMT number 1 1 2 0 7  |                   40.887*cm 240.090*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 8 
  cher_lg_PMT_30_6_9  |        cher_lg_Tank  |          PMT number 1 1 2 1 0  |                   41.161*cm 237.942*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 9 
 cher_lg_PMT_30_6_10  |        cher_lg_Tank  |          PMT number 1 1 2 1 1  |                   41.214*cm 238.232*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 10 
 cher_lg_PMT_30_6_11  |        cher_lg_Tank  |          PMT number 1 1 2 1 2  |                   41.266*cm 238.523*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 11 
 cher_lg_PMT_30_6_12  |        cher_lg_Tank  |          PMT number 1 1 2 1 3  |                   41.318*cm 238.813*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 12 
 cher_lg_PMT_30_6_13  |        cher_lg_Tank  |          PMT number 1 1 2 1 4  |                   41.370*cm 239.104*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 13 
 cher_lg_PMT_30_6_14  |        cher_lg_Tank  |          PMT number 1 1 2 1 5  |                   41.423*cm 239.394*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 14 
 cher_lg_PMT_30_6_15  |        cher_lg_Tank  |          PMT number 1 1 2 1 6  |                   41.475*cm 239.685*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 15 
 cher_lg_PMT_30_6_16  |        cher_lg_Tank  |          PMT number 1 1 2 1 7  |                   41.527*cm 239.975*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 16 
