     solid_ec_shield  |          cc_pro_tcd  |               solid_ec_shield  |                               0*cm 0*cm 92.742*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                 Box  |                                         13*cm 13*cm 0.56*cm  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint153_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint153_rod2  | 2.81273806984771*cm 4.87183279684652*cm 13.017*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint153_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint153_rod3  |-2.81277386025399*cm 4.87181213318739*cm 13.017*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint153_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint153_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 13.017*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint153_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint153_rod5  |-2.81270227928962*cm -4.87185346024272*cm 13.017*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint153_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint153_rod6  |2.81280965050846*cm -4.87179146926533*cm 13.017*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead154  |     solid_ec_showe1  |       solid_ec_showe1_lead154  |                               0*cm 0*cm 13.129*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront154  |     solid_ec_showe1  | solid_ec_showe1_paintfront154  |                              0*cm 0*cm 13.1065*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback154  |     solid_ec_showe1  |  solid_ec_showe1_paintback154  |                              0*cm 0*cm 13.1615*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront154  |     solid_ec_showe1  |   solid_ec_showe1_gapfront154  |                                0*cm 0*cm 13.17*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback154  |     solid_ec_showe1  |    solid_ec_showe1_gapback154  |                               0*cm 0*cm 13.332*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod1  |                          5.6255*cm 0*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod2  | 2.81273806984771*cm 4.87183279684652*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod3  |-2.81277386025399*cm 4.87181213318739*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod5  |-2.81270227928962*cm -4.87185346024272*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint154_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint154_rod6  |2.81280965050846*cm -4.87179146926533*cm 13.251*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead155  |     solid_ec_showe1  |       solid_ec_showe1_lead155  |                               0*cm 0*cm 13.363*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront155  |     solid_ec_showe1  | solid_ec_showe1_paintfront155  |                              0*cm 0*cm 13.3405*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback155  |     solid_ec_showe1  |  solid_ec_showe1_paintback155  |                              0*cm 0*cm 13.3955*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront155  |     solid_ec_showe1  |   solid_ec_showe1_gapfront155  |                               0*cm 0*cm 13.404*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback155  |     solid_ec_showe1  |    solid_ec_showe1_gapback155  |                               0*cm 0*cm 13.566*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod1  |                          5.6255*cm 0*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod2  | 2.81273806984771*cm 4.87183279684652*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod3  |-2.81277386025399*cm 4.87181213318739*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod5  |-2.81270227928962*cm -4.87185346024272*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint155_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint155_rod6  |2.81280965050846*cm -4.87179146926533*cm 13.485*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead156  |     solid_ec_showe1  |       solid_ec_showe1_lead156  |                               0*cm 0*cm 13.597*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront156  |     solid_ec_showe1  | solid_ec_showe1_paintfront156  |                              0*cm 0*cm 13.5745*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback156  |     solid_ec_showe1  |  solid_ec_showe1_paintback156  |                              0*cm 0*cm 13.6295*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront156  |     solid_ec_showe1  |   solid_ec_showe1_gapfront156  |                               0*cm 0*cm 13.638*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback156  |     solid_ec_showe1  |    solid_ec_showe1_gapback156  |                                 0*cm 0*cm 13.8*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod1  |                          5.6255*cm 0*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod2  | 2.81273806984771*cm 4.87183279684652*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod3  |-2.81277386025399*cm 4.87181213318739*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod5  |-2.81270227928962*cm -4.87185346024272*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint156_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint156_rod6  |2.81280965050846*cm -4.87179146926533*cm 13.719*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead157  |     solid_ec_showe1  |       solid_ec_showe1_lead157  |                               0*cm 0*cm 13.831*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront157  |     solid_ec_showe1  | solid_ec_showe1_paintfront157  |                              0*cm 0*cm 13.8085*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback157  |     solid_ec_showe1  |  solid_ec_showe1_paintback157  |                              0*cm 0*cm 13.8635*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront157  |     solid_ec_showe1  |   solid_ec_showe1_gapfront157  |                               0*cm 0*cm 13.872*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback157  |     solid_ec_showe1  |    solid_ec_showe1_gapback157  |                               0*cm 0*cm 14.034*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod1  |                          5.6255*cm 0*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod2  | 2.81273806984771*cm 4.87183279684652*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod3  |-2.81277386025399*cm 4.87181213318739*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod5  |-2.81270227928962*cm -4.87185346024272*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint157_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint157_rod6  |2.81280965050846*cm -4.87179146926533*cm 13.953*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead158  |     solid_ec_showe1  |       solid_ec_showe1_lead158  |                               0*cm 0*cm 14.065*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront158  |     solid_ec_showe1  | solid_ec_showe1_paintfront158  |                              0*cm 0*cm 14.0425*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback158  |     solid_ec_showe1  |  solid_ec_showe1_paintback158  |                              0*cm 0*cm 14.0975*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront158  |     solid_ec_showe1  |   solid_ec_showe1_gapfront158  |                               0*cm 0*cm 14.106*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback158  |     solid_ec_showe1  |    solid_ec_showe1_gapback158  |                               0*cm 0*cm 14.268*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod1  |                          5.6255*cm 0*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod2  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod2  | 2.81273806984771*cm 4.87183279684652*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod3  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod3  |-2.81277386025399*cm 4.87181213318739*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod4  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod4  |-5.6254999998482*cm -4.13272306174735e-05*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod5  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod5  |-2.81270227928962*cm -4.87185346024272*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint158_rod6  |     solid_ec_showe1  | solid_ec_showe1_scint158_rod6  |2.81280965050846*cm -4.87179146926533*cm 14.187*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
solid_ec_showe1_lead159  |     solid_ec_showe1  |       solid_ec_showe1_lead159  |                               0*cm 0*cm 14.299*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |CopyOf solid_ec_showe1_lead1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintfront159  |     solid_ec_showe1  | solid_ec_showe1_paintfront159  |                              0*cm 0*cm 14.2765*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_paintback159  |     solid_ec_showe1  |  solid_ec_showe1_paintback159  |                              0*cm 0*cm 14.3315*cm  |                       0*deg 0*deg 0*deg  | 77ff80   |CopyOf solid_ec_showe1_paintback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |         SL_EC_paint  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapfront159  |     solid_ec_showe1  |   solid_ec_showe1_gapfront159  |                                0*cm 0*cm 14.34*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapfront1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_gapback159  |     solid_ec_showe1  |    solid_ec_showe1_gapback159  |                               0*cm 0*cm 14.502*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |CopyOf solid_ec_showe1_gapback1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
solid_ec_showe1_scint159_rod1  |     solid_ec_showe1  | solid_ec_showe1_scint159_rod1  |                          5.6255*cm 0*cm 14.421*cm  |                       0*deg 0*deg 0*deg  | 654321   |CopyOf solid_ec_showe1_scin1_rod1  |                          0*cm 0.3*cm 0.075*cm 0*deg 360*deg  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
